Student,College,Honours,Program,Program Code,Faculty,學院
WS 2,WS,2,Japanese Studies,JASP,Faculty of Arts,文學院
SC 3,SC,3,Japanese Studies,JASP,Faculty of Arts,文學院
WS 2,WS,2,Japanese Studies,JASP,Faculty of Arts,文學院
UC 2,UC,2,Japanese Studies,JASP,Faculty of Arts,文學院
SC 3,SC,3,Japanese Studies,JASP,Faculty of Arts,文學院
SC 1,SC,1,Linguistics,LING,Faculty of Arts,文學院
YS 1,YS,1,Linguistics,LING,Faculty of Arts,文學院
CC 1,CC,1,Linguistics,LING,Faculty of Arts,文學院
NA 1,NA,1,Linguistics,LING,Faculty of Arts,文學院
UC 2,UC,2,Linguistics,LING,Faculty of Arts,文學院
YS 2,YS,2,Linguistics,LING,Faculty of Arts,文學院
SC 2,SC,2,Linguistics,LING,Faculty of Arts,文學院
NA 4,NA,4,Linguistics,LING,Faculty of Arts,文學院
WS 3,WS,3,Linguistics,LING,Faculty of Arts,文學院
SC 2,SC,2,Linguistics,LING,Faculty of Arts,文學院
UC 3,UC,3,Linguistics,LING,Faculty of Arts,文學院
CC 3,CC,3,Linguistics,LING,Faculty of Arts,文學院
NA 2,NA,2,Linguistics,LING,Faculty of Arts,文學院
SC 3,SC,3,Linguistics,LING,Faculty of Arts,文學院
UC 2,UC,2,Linguistics,LING,Faculty of Arts,文學院
NA 3,NA,3,Linguistics,LING,Faculty of Arts,文學院
NA 3,NA,3,Linguistics,LING,Faculty of Arts,文學院
CC 2,CC,2,Linguistics,LING,Faculty of Arts,文學院
YS 3,YS,3,Linguistics,LING,Faculty of Arts,文學院
UC 2,UC,2,Linguistics,LING,Faculty of Arts,文學院
SC 3,SC,3,Linguistics,LING,Faculty of Arts,文學院
SC 4,SC,4,Linguistics,LING,Faculty of Arts,文學院
NA 2,NA,2,Linguistics,LING,Faculty of Arts,文學院
CC 2,CC,2,Linguistics,LING,Faculty of Arts,文學院
SC 3,SC,3,Linguistics,LING,Faculty of Arts,文學院
MC 2,MC,2,Linguistics,LING,Faculty of Arts,文學院
SC 3,SC,3,Linguistics,LING,Faculty of Arts,文學院
CW 2,CW,2,Linguistics,LING,Faculty of Arts,文學院
CC 2,CC,2,Linguistics,LING,Faculty of Arts,文學院
CC 2,CC,2,Linguistics,LING,Faculty of Arts,文學院
SC 2,SC,2,Linguistics,LING,Faculty of Arts,文學院
CC 3,CC,3,Linguistics,LING,Faculty of Arts,文學院
CC 2,CC,2,Linguistics,LING,Faculty of Arts,文學院
CC 4,CC,4,Linguistics,LING,Faculty of Arts,文學院
CC 2,CC,2,Linguistics,LING,Faculty of Arts,文學院
CC 1,CC,1,Music,MUSC,Faculty of Arts,文學院
CC 1,CC,1,Music,MUSC,Faculty of Arts,文學院
CC 1,CC,1,Music,MUSC,Faculty of Arts,文學院
CC 1,CC,1,Music,MUSC,Faculty of Arts,文學院
CC 1,CC,1,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
NA 3,NA,3,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 3,CC,3,Music,MUSC,Faculty of Arts,文學院
CC 4,CC,4,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
CC 2,CC,2,Music,MUSC,Faculty of Arts,文學院
NA 1,NA,1,Philosophy,PHIL,Faculty of Arts,文學院
SH 1,SH,1,Philosophy,PHIL,Faculty of Arts,文學院
NA 1,NA,1,Philosophy,PHIL,Faculty of Arts,文學院
NA 1,NA,1,Philosophy,PHIL,Faculty of Arts,文學院
CC 2,CC,2,Philosophy,PHIL,Faculty of Arts,文學院
MC 2,MC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 4,CC,4,Philosophy,PHIL,Faculty of Arts,文學院
NA 4,NA,4,Philosophy,PHIL,Faculty of Arts,文學院
NA 4,NA,4,Philosophy,PHIL,Faculty of Arts,文學院
CC 2,CC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 2,CC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 2,CC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 4,CC,4,Philosophy,PHIL,Faculty of Arts,文學院
NA 2,NA,2,Philosophy,PHIL,Faculty of Arts,文學院
NA 2,NA,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 2,CC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 3,CC,3,Philosophy,PHIL,Faculty of Arts,文學院
CC 4,CC,4,Philosophy,PHIL,Faculty of Arts,文學院
NA 2,NA,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 4,CC,4,Philosophy,PHIL,Faculty of Arts,文學院
NA 2,NA,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 2,CC,2,Philosophy,PHIL,Faculty of Arts,文學院
NA 2,NA,2,Philosophy,PHIL,Faculty of Arts,文學院
NA 3,NA,3,Philosophy,PHIL,Faculty of Arts,文學院
SC 2,SC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 3,CC,3,Philosophy,PHIL,Faculty of Arts,文學院
CC 4,CC,4,Philosophy,PHIL,Faculty of Arts,文學院
NA 3,NA,3,Philosophy,PHIL,Faculty of Arts,文學院
NA 3,NA,3,Philosophy,PHIL,Faculty of Arts,文學院
CC 3,CC,3,Philosophy,PHIL,Faculty of Arts,文學院
CC 2,CC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 4,CC,4,Philosophy,PHIL,Faculty of Arts,文學院
CC 3,CC,3,Philosophy,PHIL,Faculty of Arts,文學院
CC 3,CC,3,Philosophy,PHIL,Faculty of Arts,文學院
UC 2,UC,2,Philosophy,PHIL,Faculty of Arts,文學院
CC 1,CC,1,Religious Studies,RELS,Faculty of Arts,文學院
NA 1,NA,1,Religious Studies,RELS,Faculty of Arts,文學院
SC 1,SC,1,Religious Studies,RELS,Faculty of Arts,文學院
CC 3,CC,3,Religious Studies,RELS,Faculty of Arts,文學院
CC 4,CC,4,Religious Studies,RELS,Faculty of Arts,文學院
SC 3,SC,3,Religious Studies,RELS,Faculty of Arts,文學院
SC 3,SC,3,Religious Studies,RELS,Faculty of Arts,文學院
NA 2,NA,2,Religious Studies,RELS,Faculty of Arts,文學院
NA 3,NA,3,Religious Studies,RELS,Faculty of Arts,文學院
CC 2,CC,2,Religious Studies,RELS,Faculty of Arts,文學院
SC 3,SC,3,Religious Studies,RELS,Faculty of Arts,文學院
YS 4,YS,4,Religious Studies,RELS,Faculty of Arts,文學院
NA 3,NA,3,Religious Studies,RELS,Faculty of Arts,文學院
UC 2,UC,2,Religious Studies,RELS,Faculty of Arts,文學院
CC 2,CC,2,Religious Studies,RELS,Faculty of Arts,文學院
CC 2,CC,2,Religious Studies,RELS,Faculty of Arts,文學院
UC 2,UC,2,Religious Studies,RELS,Faculty of Arts,文學院
NA 3,NA,3,Religious Studies,RELS,Faculty of Arts,文學院
CC 4,CC,4,Religious Studies,RELS,Faculty of Arts,文學院
NA 2,NA,2,Religious Studies,RELS,Faculty of Arts,文學院
NA 2,NA,2,Religious Studies,RELS,Faculty of Arts,文學院
UC 2,UC,2,Religious Studies,RELS,Faculty of Arts,文學院
SC 1,SC,1,Translation,TRAN,Faculty of Arts,文學院
NA 1,NA,1,Translation,TRAN,Faculty of Arts,文學院
WS 1,WS,1,Translation,TRAN,Faculty of Arts,文學院
CC 1,CC,1,Translation,TRAN,Faculty of Arts,文學院
NA 1,NA,1,Translation,TRAN,Faculty of Arts,文學院
CW 1,CW,1,Translation,TRAN,Faculty of Arts,文學院
WS 1,WS,1,Translation,TRAN,Faculty of Arts,文學院
WS 3,WS,3,Translation,TRAN,Faculty of Arts,文學院
SC 2,SC,2,Translation,TRAN,Faculty of Arts,文學院
YS 2,YS,2,Translation,TRAN,Faculty of Arts,文學院
SC 2,SC,2,Translation,TRAN,Faculty of Arts,文學院
NA 2,NA,2,Translation,TRAN,Faculty of Arts,文學院
UC 2,UC,2,Translation,TRAN,Faculty of Arts,文學院
NA 3,NA,3,Translation,TRAN,Faculty of Arts,文學院
YS 2,YS,2,Translation,TRAN,Faculty of Arts,文學院
WS 3,WS,3,Translation,TRAN,Faculty of Arts,文學院
SC 3,SC,3,Translation,TRAN,Faculty of Arts,文學院
WS 2,WS,2,Translation,TRAN,Faculty of Arts,文學院
UC 3,UC,3,Translation,TRAN,Faculty of Arts,文學院
UC 2,UC,2,Translation,TRAN,Faculty of Arts,文學院
NA 4,NA,4,Translation,TRAN,Faculty of Arts,文學院
SC 3,SC,3,Translation,TRAN,Faculty of Arts,文學院
CC 3,CC,3,Translation,TRAN,Faculty of Arts,文學院
CC 3,CC,3,Translation,TRAN,Faculty of Arts,文學院
CC 2,CC,2,Translation,TRAN,Faculty of Arts,文學院
UC 2,UC,2,Translation,TRAN,Faculty of Arts,文學院
SC 3,SC,3,Translation,TRAN,Faculty of Arts,文學院
NA 3,NA,3,Translation,TRAN,Faculty of Arts,文學院
SC 3,SC,3,Translation,TRAN,Faculty of Arts,文學院
CC 2,CC,2,Translation,TRAN,Faculty of Arts,文學院
SC 2,SC,2,Translation,TRAN,Faculty of Arts,文學院
UC 3,UC,3,Translation,TRAN,Faculty of Arts,文學院
CC 2,CC,2,Translation,TRAN,Faculty of Arts,文學院
CC 2,CC,2,Translation,TRAN,Faculty of Arts,文學院
WS 2,WS,2,Translation,TRAN,Faculty of Arts,文學院
SH 2,SH,2,Translation,TRAN,Faculty of Arts,文學院
WS 2,WS,2,Translation,TRAN,Faculty of Arts,文學院
NA 2,NA,2,Translation,TRAN,Faculty of Arts,文學院
CC 2,CC,2,Translation,TRAN,Faculty of Arts,文學院
SC 3,SC,3,Translation,TRAN,Faculty of Arts,文學院
UC 2,UC,2,Translation,TRAN,Faculty of Arts,文學院
WS 2,WS,2,Translation,TRAN,Faculty of Arts,文學院
UC 2,UC,2,Translation,TRAN,Faculty of Arts,文學院
WS 2,WS,2,Translation,TRAN,Faculty of Arts,文學院
CC 2,CC,2,Translation,TRAN,Faculty of Arts,文學院
WS 2,WS,2,Translation,TRAN,Faculty of Arts,文學院
SC 2,SC,2,Translation,TRAN,Faculty of Arts,文學院
SC 2,SC,2,Translation,TRAN,Faculty of Arts,文學院
SC 3,SC,3,Translation,TRAN,Faculty of Arts,文學院
NA 3,NA,3,Translation,TRAN,Faculty of Arts,文學院
SC 1,SC,1,Contemporary China Studies (Humanities),CCSSA,Faculty of Arts,文學院
CW 1,CW,1,Contemporary China Studies (Humanities),CCSSA,Faculty of Arts,文學院
CC 1,CC,1,Contemporary China Studies (Humanities),CCSSA,Faculty of Arts,文學院
NA 2,NA,2,Contemporary China Studies (Humanities),CCSSA,Faculty of Arts,文學院
UC 2,UC,2,Contemporary China Studies (Humanities),CCSSA,Faculty of Arts,文學院
CC 3,CC,3,Contemporary China Studies (Humanities),CCSSA,Faculty of Arts,文學院
CC 2,CC,2,Contemporary China Studies (Humanities),CCSSA,Faculty of Arts,文學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 1,YS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 1,YS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
MC 1,MC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CW 1,CW,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
MC 1,MC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 1,YS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CW 1,CW,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 1,YS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 1,WS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 1,SH,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 1,YS,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 1,CC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 1,NA,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 1,UC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
MC 1,MC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 3,YS,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
MC 2,MC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 1,SC,1,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 3,YS,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 4,NA,4,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SH 2,SH,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 3,YS,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 2,YS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 2,YS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 3,UC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
MC 2,MC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 3,SC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 4,CC,4,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
SC 2,SC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
MC 2,MC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 3,CC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 3,UC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 3,UC,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
WS 2,WS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
UC 2,UC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
YS 2,YS,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 2,NA,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
NA 3,NA,3,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
CC 2,CC,2,Integrated BBA Programme,IBBA,Faculty of Business Administration,工商管理學院
